path,title,summary,created-on,last-modified
https://www.zu.ac.ae/main/en/uaeinnovates-events-2023/week05,UAE Innovates 2023,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2023/week04,UAE Innovates 2023,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2023/week03,UAE Innovates 2023,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2023/week02,UAE Innovates 2023,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2023/week01,UAE Innovates 2023,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2023/index,UAE Innovates 2023,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-open-days/open-day-july30,Zayed University - Open Days,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-open-days/open-day-july16,Zayed University - Open Days,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-open-days/index,Zayed University - Open Days,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-open-days/_images/test,Zayed University - Open Days,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-emsat-sessions/emsat-math-initiative,Zayed University EmSAT Math Initiative,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-emsat-sessions/session-two,Zayed University - Session on How To Approach The EmSAT Math Exam,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-emsat-sessions/index,Zayed University - Session on How To Approach The EmSAT Math Exam,nan,nan,nan
https://www.zu.ac.ae/main/en/500,Error processing your request,nan,nan,nan
https://www.zu.ac.ae/main/en/index,"Zayed University, United Arab Emirates",Zayed University is most rapidly growing universities in the United Arab Emirates and Dubai.,nan,nan
https://www.zu.ac.ae/main/en/tdra-chatbot, Live Support,nan,nan,nan
https://www.zu.ac.ae/main/en/all_files_bot,all_pages,nan,nan,nan
https://www.zu.ac.ae/main/en/all_news_bot,all_pages,nan,nan,nan
https://www.zu.ac.ae/main/en/calendars-events/index,Calendar & Events,nan,nan,nan
https://www.zu.ac.ae/main/en/all_pages_bot,all_pages,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Awards,Awards,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Program,Conference Program and Agenda,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/URCArchive,Archive,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Sponsors,Sponsors,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Registration,Registration,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/CallForPapers,Call For Papers,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Organizers,Organizing Committee,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/index,Undergraduate Research Conference 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/index,Undergraduate Research Conference 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/_files/TPSTC_Form,Technical Program and Special Track Committee Form,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/_TPC/TPC Registration,TPC Registration,nan,nan,nan
https://www.zu.ac.ae/main/en/all_pages_bot_json,all_pages,nan,nan,nan
https://www.zu.ac.ae/main/en/grad-speech/index,Zayed University Graduation 2022 - Honors graduates Commencement Speech Audition Application,nan,nan,nan
https://www.zu.ac.ae/main/en/graduation-speech/index,Zayed University Graduation 2022 - Honors graduates Commencement Speech Audition Application,nan,nan,nan
https://www.zu.ac.ae/main/en/graduation-theme-film/index,"""Future Makers"" Graduation Theme Film 2022 – Participation Application",nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week04,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week03,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week02,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week01,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/index,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/eblogs/index,e-Blogs,nan,nan,nan
https://www.zu.ac.ae/main/en/request-data/index,Request or Propose Open Data,nan,nan,nan
https://www.zu.ac.ae/main/en/sitemap-architecture-layout,Site Map,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/contact,Contact Us,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/FAQ,Frequently Asked Questions ,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/_unused/networking_forum2011,Networking Forum 2011,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/_unused/career_spotlight2010,Careers Spotlight 2010,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/_unused/career_spotlight2011,Careers Spotlight 2011,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/_unused/career_spotlight2012_auh,Careers Spotlight 2012 - Abu Dhabi,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/_unused/career_spotlight2012_dxb,Careers Spotlight 2012 - Dubai,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/_unused/index,Our Progams and Events,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/gallery/index,Image Gallery,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/Internship,Internship - Gateway to Employment,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/ONCE,On-Campus Employment Program (ONCE),nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/Employer-Engagement,Employer Support and Engagement,Updated Page ,nan,nan
https://www.zu.ac.ae/main/en/student-careers/Graduate-Employment-Support,Graduate Employment Support,Graduate Employment Support,nan,nan
