path,title,summary,created-on,last-modified
https://www.zu.ac.ae/main/en/URC2022/URCArchive,Archive,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Sponsors,Sponsors,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Registration,Registration,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/CallForPapers,Call For Papers,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/Organizers,Organizing Committee,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/index,Undergraduate Research Conference 2021,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/index,Undergraduate Research Conference 2021,nan,nan,nan
https://www.zu.ac.ae/main/en/URC2022/_files/TPSTC_Form,Technical Program and Special Track Committee Form,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-emsat-sessions/session-two,Zayed University - Session on How To Approach The EmSAT Math Exam,nan,nan,nan
https://www.zu.ac.ae/main/en/zu-emsat-sessions/index,Zayed University - Session on How To Approach The EmSAT Math Exam,nan,nan,nan
https://www.zu.ac.ae/main/en/graduation-theme-film/index,"""Future Makers"" Graduation Theme Film 2022 – Participation Application",nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week04,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week03,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week02,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/week01,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/uaeinnovates-events-2022/index,UAE Innovates 2022,nan,nan,nan
https://www.zu.ac.ae/main/en/eblogs/index,e-Blogs,nan,nan,nan
https://www.zu.ac.ae/main/en/request-data/index,Request or Propose Open Data,nan,nan,nan
https://www.zu.ac.ae/main/en/sitemap-architecture-layout,Site Map,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/contact,Contact Us,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/FAQ,Frequently Asked Questions ,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/Internship,Internship - Gateway to Employment,nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/ONCE,On-Campus Employment Program (ONCE),nan,nan,nan
https://www.zu.ac.ae/main/en/student-careers/Employer-Engagement,Employer Support and Engagement,Updated Page ,nan,nan
https://www.zu.ac.ae/main/en/student-careers/Graduate-Employment-Support,Graduate Employment Support,Graduate Employment Support,nan,nan
https://www.zu.ac.ae/main/en/student-careers/CALS,Career Advocate Leaders (CALS),Career Advocate Leaders (CALS),nan,nan
https://www.zu.ac.ae/main/en/student-careers/Student-Career-Counseling,Student Career Counseling,Updated Page ,nan,nan
https://www.zu.ac.ae/main/en/student-careers/index,About the Department ,nan,nan,nan
